A8032A311FAA,A8032A31204E,C45BBE37B346,C45BBE384CD2,C45BBE386362,C45BBE386952,C45BBE39870E,C45BBE39F42A,C45BBE39F56A,C45BBE39F9AE
,,-74.0,-79,,-78.0,,,-74.0,
,,-57.0,-74,,-79.0,,,-69.0,
,,-68.0,-60,,-53.0,,,-76.0,
,,,-59,,-78.0,,,-78.0,
,,,-60,,-75.0,,,,
,,,-56,,-76.0,,,,
,,,-56,,-77.0,,,,
,,,-57,,,,,,
,,,-47,,,,,,
,,,-51,,,,,,
,,,-59,,,,,,
