A8032A311FAA,A8032A31204E,C45BBE37B346,C45BBE384CD2,C45BBE386362,C45BBE386952,C45BBE39870E,C45BBE39F42A,C45BBE39F56A,C45BBE39F9AE
,,-79.0,-71.0,-71,-77.0,,,-72.0,
,,,-68.0,-78,-70.0,,,-69.0,
,,,-65.0,-78,-80.0,,,-78.0,
,,,-65.0,-72,-76.0,,,-67.0,
,,,-73.0,-74,-71.0,,,-65.0,
,,,-67.0,-68,-73.0,,,-75.0,
,,,-68.0,-72,-67.0,,,-69.0,
,,,-68.0,-70,-77.0,,,-75.0,
,,,-74.0,-76,-78.0,,,-63.0,
,,,-76.0,-80,,,,,
,,,-75.0,-73,,,,,
,,,,-71,,,,,
,,,,-63,,,,,
