macModule,rssi,Position
C45BBE386362_80m,-69,
C45BBE39F56A_56m,-78,
C45BBE384CD2_89m,-58,
C45BBE386362_80m,-72,
C45BBE384CD2_89m,-62,
C45BBE39F56A_56m,-79,
C45BBE386952_65m,-74,
C45BBE39F56A_56m,-77,
C45BBE384CD2_89m,-52,
C45BBE386362_80m,-79,
C45BBE39F56A_56m,-80,
C45BBE384CD2_89m,-54,
C45BBE386362_80m,-76,
C45BBE39F56A_56m,-77,
C45BBE384CD2_89m,-59,
C45BBE386362_80m,-79,
C45BBE39F56A_56m,-72,
C45BBE384CD2_89m,-76,
C45BBE386952_65m,-74,
C45BBE39F56A_56m,-63,
C45BBE384CD2_89m,-69,
C45BBE386362_80m,-68,
C45BBE39F56A_56m,-71,
C45BBE386362_80m,-72,
C45BBE384CD2_89m,-60,
C45BBE386952_65m,-80,
C45BBE386952_65m,-80,
C45BBE39F56A_56m,-79,
C45BBE384CD2_89m,-62,
C45BBE39F56A_56m,-80,
C45BBE384CD2_89m,-59,
C45BBE39F56A_56m,-79,
C45BBE386952_65m,-80,
C45BBE384CD2_89m,-60,
C45BBE386362_80m,-80,
C45BBE386362_80m,-78,
C45BBE39F56A_56m,-77,
C45BBE384CD2_89m,-63,
C45BBE39F56A_56m,-71,
C45BBE386362_80m,-80,
C45BBE384CD2_89m,-64,
C45BBE386952_65m,-76,
C45BBE386362_80m,-78,
C45BBE39F56A_56m,-79,
C45BBE384CD2_89m,-73,
C45BBE386952_65m,-76,
C45BBE386362_80m,-79,
C45BBE39F56A_56m,-76,
C45BBE384CD2_89m,-70,
C45BBE386952_65m,-78,
C45BBE39F56A_56m,-78,
C45BBE384CD2_89m,-65,
C45BBE386952_65m,-74,
C45BBE39F56A_56m,-76,88.0
C45BBE386952_65m,-74,88.0
C45BBE384CD2_89m,-65,88.0
C45BBE386362_80m,-80,88.0
C45BBE386362_80m,-80,88.0
C45BBE39F56A_56m,-80,88.0
C45BBE386952_65m,-74,88.0
C45BBE384CD2_89m,-66,88.0
C45BBE386952_65m,-75,88.0
C45BBE384CD2_89m,-66,88.0
C45BBE386952_65m,-76,88.0
C45BBE384CD2_89m,-69,88.0
C45BBE386362_80m,-67,88.0
C45BBE39F56A_56m,-66,88.0
C45BBE37B346_52m,-78,88.0
C45BBE39F56A_56m,-63,88.0
C45BBE386952_65m,-73,88.0
C45BBE386362_80m,-72,88.0
C45BBE384CD2_89m,-66,88.0
C45BBE386952_65m,-79,88.0
C45BBE39F56A_56m,-74,88.0
C45BBE386362_80m,-72,88.0
C45BBE384CD2_89m,-51,88.0
C45BBE384CD2_89m,-59,
C45BBE386362_80m,-80,
C45BBE39F56A_56m,-78,
C45BBE386362_80m,-79,
C45BBE384CD2_89m,-58,
C45BBE386362_80m,-80,
C45BBE384CD2_89m,-58,
C45BBE386362_80m,-80,
C45BBE384CD2_89m,-52,
C45BBE384CD2_89m,-61,
C45BBE39F56A_56m,-80,
C45BBE384CD2_89m,-63,
C45BBE39F56A_56m,-80,
C45BBE384CD2_89m,-70,
C45BBE384CD2_89m,-60,
C45BBE384CD2_89m,-60,
C45BBE384CD2_89m,-63,
C45BBE384CD2_89m,-60,
C45BBE384CD2_89m,-64,
C45BBE384CD2_89m,-64,
C45BBE384CD2_89m,-60,
C45BBE384CD2_89m,-60,
C45BBE384CD2_89m,-60,
C45BBE386952_65m,-80,
C45BBE384CD2_89m,-63,
C45BBE384CD2_89m,-70,
C45BBE39F56A_56m,-79,
C45BBE384CD2_89m,-69,
C45BBE384CD2_89m,-64,
C45BBE384CD2_89m,-66,
C45BBE384CD2_89m,-72,
C45BBE384CD2_89m,-71,
C45BBE384CD2_89m,-70,
C45BBE384CD2_89m,-69,
C45BBE384CD2_89m,-65,
C45BBE384CD2_89m,-64,
C45BBE384CD2_89m,-63,
C45BBE384CD2_89m,-63,
C45BBE384CD2_89m,-59,
C45BBE384CD2_89m,-60,90.0
C45BBE384CD2_89m,-59,90.0
C45BBE384CD2_89m,-61,90.0
C45BBE384CD2_89m,-58,90.0
C45BBE384CD2_89m,-51,90.0
C45BBE384CD2_89m,-61,90.0
C45BBE384CD2_89m,-59,
C45BBE384CD2_89m,-62,
C45BBE384CD2_89m,-58,
C45BBE384CD2_89m,-59,
C45BBE384CD2_89m,-47,
C45BBE384CD2_89m,-47,
C45BBE384CD2_89m,-61,
C45BBE384CD2_89m,-49,
C45BBE386362_80m,-79,
C45BBE384CD2_89m,-50,
C45BBE384CD2_89m,-51,
C45BBE384CD2_89m,-50,
C45BBE384CD2_89m,-55,
C45BBE384CD2_89m,-55,
C45BBE384CD2_89m,-62,
C45BBE384CD2_89m,-59,
C45BBE386952_65m,-76,
C45BBE384CD2_89m,-79,
C45BBE39F56A_56m,-79,
C45BBE39F56A_56m,-68,
C45BBE386952_65m,-80,
C45BBE386362_80m,-78,
C45BBE384CD2_89m,-61,
C45BBE386952_65m,-80,
C45BBE386362_80m,-79,
C45BBE384CD2_89m,-59,
C45BBE39F56A_56m,-75,
C45BBE39F56A_56m,-76,
C45BBE384CD2_89m,-72,
C45BBE386362_80m,-77,
C45BBE386952_65m,-78,
C45BBE384CD2_89m,-62,
C45BBE39F56A_56m,-71,
C45BBE386362_80m,-74,
C45BBE386362_80m,-79,
C45BBE386952_65m,-78,
C45BBE384CD2_89m,-63,
C45BBE39F56A_56m,-77,
C45BBE386362_80m,-73,
C45BBE386952_65m,-72,
C45BBE39F56A_56m,-71,
C45BBE384CD2_89m,-62,
C45BBE39F56A_56m,-77,
C45BBE386952_65m,-79,
C45BBE384CD2_89m,-65,
C45BBE386362_80m,-76,
C45BBE386952_65m,-72,
C45BBE384CD2_89m,-62,
C45BBE386362_80m,-78,
C45BBE39F56A_56m,-71,
C45BBE39F56A_56m,-77,
C45BBE384CD2_89m,-55,
C45BBE386362_80m,-78,
C45BBE384CD2_89m,-61,
C45BBE39F56A_56m,-75,
C45BBE386952_65m,-80,
C45BBE39F56A_56m,-80,
C45BBE386362_80m,-75,
C45BBE384CD2_89m,-58,
C45BBE386952_65m,-78,
C45BBE384CD2_89m,-64,
C45BBE39F56A_56m,-80,
C45BBE386362_80m,-79,
C45BBE386362_80m,-78,
C45BBE384CD2_89m,-61,
C45BBE386952_65m,-80,
C45BBE384CD2_89m,-60,
C45BBE386362_80m,-76,
C45BBE39F56A_56m,-65,
C45BBE386362_80m,-68,
C45BBE386952_65m,-79,
C45BBE384CD2_89m,-59,
C45BBE384CD2_89m,-69,
C45BBE386362_80m,-71,
C45BBE384CD2_89m,-75,
C45BBE39F56A_56m,-78,
C45BBE386362_80m,-73,
C45BBE386952_65m,-80,
C45BBE386362_80m,-78,
C45BBE39F56A_56m,-74,
C45BBE386952_65m,-80,
C45BBE384CD2_89m,-65,
C45BBE384CD2_89m,-70,
C45BBE386362_80m,-76,
C45BBE386952_65m,-80,
C45BBE39F56A_56m,-74,
C45BBE386952_65m,-78,
C45BBE386362_80m,-79,
C45BBE39F56A_56m,-71,
C45BBE384CD2_89m,-64,
C45BBE386952_65m,-78,
C45BBE39F56A_56m,-74,
C45BBE384CD2_89m,-65,
C45BBE386362_80m,-76,
C45BBE386362_80m,-74,
C45BBE39F56A_56m,-80,
C45BBE384CD2_89m,-71,
C45BBE386952_65m,-78,
C45BBE386952_65m,-76,
C45BBE386362_80m,-80,
C45BBE39F56A_56m,-75,
C45BBE384CD2_89m,-61,
C45BBE39F56A_56m,-71,
C45BBE386362_80m,-68,
C45BBE384CD2_89m,-61,
C45BBE386952_65m,-78,
C45BBE386952_65m,-80,
C45BBE39F56A_56m,-74,
C45BBE386362_80m,-71,
C45BBE384CD2_89m,-74,
C45BBE386362_80m,-75,
C45BBE384CD2_89m,-60,
C45BBE386952_65m,-78,
C45BBE386362_80m,-74,
C45BBE39F56A_56m,-80,
C45BBE384CD2_89m,-63,
C45BBE386362_80m,-68,
C45BBE384CD2_89m,-73,
C45BBE386952_65m,-79,
C45BBE39F56A_56m,-76,
C45BBE384CD2_89m,-68,
C45BBE386362_80m,-79,
C45BBE39F56A_56m,-73,
C45BBE386952_65m,-79,
C45BBE39F56A_56m,-69,
C45BBE386362_80m,-72,
C45BBE384CD2_89m,-74,
C45BBE386362_80m,-71,
C45BBE384CD2_89m,-61,
C45BBE386952_65m,-73,
C45BBE39F56A_56m,-67,
C45BBE386952_65m,-77,
C45BBE384CD2_89m,-66,
C45BBE39F56A_56m,-76,
C45BBE386362_80m,-76,
C45BBE39F56A_56m,-73,
C45BBE386362_80m,-75,
C45BBE384CD2_89m,-72,
C45BBE386952_65m,-75,
C45BBE386362_80m,-74,
C45BBE384CD2_89m,-57,
C45BBE39F56A_56m,-72,
C45BBE39F56A_56m,-70,
C45BBE386952_65m,-80,
C45BBE384CD2_89m,-70,
C45BBE386362_80m,-80,
C45BBE386362_80m,-77,
C45BBE386952_65m,-72,
C45BBE384CD2_89m,-64,
C45BBE39F56A_56m,-79,
C45BBE386952_65m,-80,
C45BBE384CD2_89m,-73,
C45BBE386362_80m,-65,
C45BBE39F56A_56m,-77,
C45BBE386362_80m,-71,
C45BBE386952_65m,-70,
C45BBE384CD2_89m,-71,
C45BBE39F56A_56m,-68,
C45BBE384CD2_89m,-79,
C45BBE39F56A_56m,-63,
C45BBE37B346_52m,-62,
C45BBE386952_65m,-61,
C45BBE37B346_52m,-59,
C45BBE39F56A_56m,-77,
C45BBE386952_65m,-75,
C45BBE39F56A_56m,-78,
C45BBE37B346_52m,-75,
A8032A31204E_29m,-77,
C45BBE37B346_52m,-80,
A8032A31204E_29m,-52,
C45BBE39F9AE_13m,-80,
A8032A31204E_29m,-65,
C45BBE39F9AE_13m,-72,
A8032A31204E_29m,-71,
C45BBE39F9AE_13m,-62,
A8032A311FAA_4m,-63,
C45BBE39F9AE_13m,-78,
A8032A311FAA_4m,-76,
A8032A311FAA_4m,-79,
A8032A311FAA_4m,-76,
A8032A311FAA_4m,-73,
A8032A311FAA_4m,-77,
C45BBE39F9AE_13m,-76,
A8032A311FAA_4m,-61,
C45BBE39F9AE_13m,-74,
A8032A311FAA_4m,-70,
A8032A31204E_29m,-79,
A8032A311FAA_4m,-78,
C45BBE39F9AE_13m,-64,
A8032A31204E_29m,-64,
C45BBE39F9AE_13m,-73,
A8032A31204E_29m,-68,
C45BBE37B346_52m,-80,
C45BBE37B346_52m,-77,
A8032A31204E_29m,-58,
C45BBE37B346_52m,-76,
A8032A31204E_29m,-77,
A8032A31204E_29m,-77,
C45BBE37B346_52m,-76,
C45BBE386952_65m,-76,
C45BBE37B346_52m,-69,
C45BBE386952_65m,-75,
C45BBE39F56A_56m,-67,
C45BBE39F56A_56m,-69,
C45BBE386952_65m,-70,
C45BBE37B346_52m,-79,
C45BBE37B346_52m,-80,
C45BBE384CD2_89m,-77,
C45BBE39F56A_56m,-61,
C45BBE386952_65m,-69,
C45BBE39F56A_56m,-77,
C45BBE386952_65m,-76,
C45BBE39F56A_56m,-77,
C45BBE386952_65m,-75,
C45BBE39F56A_56m,-80,
C45BBE37B346_52m,-79,
C45BBE386952_65m,-77,
C45BBE386952_65m,-77,
C45BBE39F56A_56m,-72,
C45BBE37B346_52m,-76,
C45BBE39F56A_56m,-65,
C45BBE386952_65m,-80,
C45BBE386952_65m,-80,
C45BBE39F56A_56m,-71,
C45BBE37B346_52m,-75,
C45BBE386952_65m,-80,
C45BBE37B346_52m,-79,
C45BBE39F56A_56m,-71,
C45BBE37B346_52m,-80,
C45BBE39F56A_56m,-66,
C45BBE386952_65m,-74,
C45BBE386952_65m,-80,
C45BBE39F56A_56m,-74,
C45BBE37B346_52m,-80,
C45BBE386952_65m,-80,
C45BBE39F56A_56m,-75,
C45BBE386952_65m,-79,
C45BBE39F56A_56m,-69,
C45BBE386952_65m,-76,
C45BBE39F56A_56m,-69,
C45BBE39F56A_56m,-70,
C45BBE386952_65m,-74,
C45BBE39F56A_56m,-70,
C45BBE386952_65m,-79,
C45BBE386952_65m,-76,
C45BBE39F56A_56m,-71,
C45BBE386952_65m,-77,60.0
C45BBE39F56A_56m,-71,60.0
C45BBE386952_65m,-79,60.0
C45BBE39F56A_56m,-72,60.0
C45BBE39F56A_56m,-64,60.0
C45BBE386952_65m,-79,60.0
C45BBE39F56A_56m,-69,60.0
C45BBE386952_65m,-77,60.0
C45BBE37B346_52m,-79,60.0
C45BBE386952_65m,-78,60.0
C45BBE39F56A_56m,-71,60.0
C45BBE386952_65m,-80,60.0
C45BBE39F56A_56m,-69,60.0
C45BBE37B346_52m,-77,60.0
C45BBE37B346_52m,-80,60.0
C45BBE39F56A_56m,-68,
C45BBE386952_65m,-76,
C45BBE39F56A_56m,-70,
C45BBE37B346_52m,-67,
C45BBE386952_65m,-68,
C45BBE39F56A_56m,-69,
C45BBE37B346_52m,-69,
C45BBE386952_65m,-66,
C45BBE37B346_52m,-68,
C45BBE386952_65m,-67,
C45BBE39F56A_56m,-72,
C45BBE37B346_52m,-69,
C45BBE386952_65m,-67,
C45BBE39F56A_56m,-72,
C45BBE37B346_52m,-80,
C45BBE386952_65m,-70,
C45BBE39F56A_56m,-75,
C45BBE37B346_52m,-74,61.0
C45BBE386952_65m,-70,61.0
C45BBE39F56A_56m,-76,61.0
C45BBE37B346_52m,-75,61.0
C45BBE39F56A_56m,-73,61.0
C45BBE386952_65m,-70,61.0
C45BBE37B346_52m,-79,61.0
C45BBE386952_65m,-72,61.0
C45BBE39F56A_56m,-77,61.0
C45BBE39F56A_56m,-80,61.0
C45BBE386952_65m,-70,61.0
C45BBE39F56A_56m,-80,61.0
C45BBE37B346_52m,-71,61.0
C45BBE386952_65m,-73,61.0
C45BBE39F56A_56m,-74,61.0
C45BBE386952_65m,-76,61.0
C45BBE37B346_52m,-71,61.0
C45BBE37B346_52m,-72,
C45BBE39F56A_56m,-74,
C45BBE386952_65m,-74,
C45BBE37B346_52m,-76,
C45BBE39F56A_56m,-61,
C45BBE386952_65m,-51,
C45BBE384CD2_89m,-79,
C45BBE39F56A_56m,-73,
C45BBE37B346_52m,-73,
C45BBE386952_65m,-73,
C45BBE37B346_52m,-79,
C45BBE386952_65m,-78,
C45BBE39F56A_56m,-71,
C45BBE37B346_52m,-77,
C45BBE386952_65m,-77,
C45BBE39F56A_56m,-66,
C45BBE39F56A_56m,-70,
C45BBE386952_65m,-80,63.0
C45BBE39F56A_56m,-73,63.0
C45BBE37B346_52m,-79,63.0
C45BBE386952_65m,-58,63.0
C45BBE39F56A_56m,-70,63.0
C45BBE37B346_52m,-76,63.0
C45BBE386952_65m,-79,63.0
C45BBE39F56A_56m,-70,63.0
C45BBE37B346_52m,-80,63.0
C45BBE386952_65m,-61,63.0
C45BBE39F56A_56m,-74,63.0
C45BBE386952_65m,-64,63.0
C45BBE39F56A_56m,-70,63.0
C45BBE37B346_52m,-75,63.0
C45BBE37B346_52m,-80,63.0
C45BBE386952_65m,-70,63.0
C45BBE39F56A_56m,-77,63.0
C45BBE39F56A_56m,-66,63.0
C45BBE37B346_52m,-77,
C45BBE386952_65m,-71,
C45BBE39F56A_56m,-74,
C45BBE37B346_52m,-79,
C45BBE386952_65m,-79,
C45BBE39F56A_56m,-65,
C45BBE37B346_52m,-77,
C45BBE386952_65m,-72,
C45BBE39F56A_56m,-68,
C45BBE39F56A_56m,-71,
C45BBE386952_65m,-69,
C45BBE37B346_52m,-77,
C45BBE39F56A_56m,-71,
C45BBE37B346_52m,-79,
C45BBE386952_65m,-79,
C45BBE39F56A_56m,-67,
C45BBE37B346_52m,-79,
C45BBE386952_65m,-64,
C45BBE39F56A_56m,-73,
C45BBE386952_65m,-65,
C45BBE386952_65m,-48,
C45BBE39F56A_56m,-73,
C45BBE384CD2_89m,-77,
C45BBE37B346_52m,-78,
C45BBE37B346_52m,-77,
C45BBE39F56A_56m,-76,
C45BBE384CD2_89m,-78,
C45BBE386952_65m,-51,
C45BBE37B346_52m,-71,
C45BBE386952_65m,-55,
C45BBE39F56A_56m,-80,
C45BBE386952_65m,-53,
C45BBE39F56A_56m,-62,
C45BBE37B346_52m,-66,
C45BBE386952_65m,-53,64.0
C45BBE37B346_52m,-68,64.0
C45BBE39F56A_56m,-68,64.0
C45BBE386952_65m,-51,64.0
C45BBE37B346_52m,-69,64.0
C45BBE39F56A_56m,-60,64.0
C45BBE386952_65m,-50,64.0
C45BBE37B346_52m,-72,64.0
C45BBE39F56A_56m,-62,64.0
C45BBE386952_65m,-55,64.0
C45BBE37B346_52m,-76,64.0
C45BBE39F56A_56m,-64,64.0
C45BBE37B346_52m,-71,64.0
C45BBE39F56A_56m,-62,64.0
C45BBE386952_65m,-50,64.0
C45BBE37B346_52m,-76,64.0
C45BBE39F56A_56m,-62,64.0
C45BBE386952_65m,-50,64.0
C45BBE39F56A_56m,-67,
C45BBE37B346_52m,-73,
C45BBE386952_65m,-51,
C45BBE384CD2_89m,-80,
C45BBE37B346_52m,-80,
C45BBE39F56A_56m,-65,
C45BBE386952_65m,-44,
C45BBE37B346_52m,-75,
C45BBE39F56A_56m,-74,
C45BBE386952_65m,-57,
C45BBE39F56A_56m,-71,
C45BBE37B346_52m,-78,
C45BBE386952_65m,-72,
C45BBE386952_65m,-64,
C45BBE37B346_52m,-78,
C45BBE39F56A_56m,-69,
C45BBE39F56A_56m,-73,
C45BBE386952_65m,-61,
C45BBE39F56A_56m,-67,
C45BBE386952_65m,-53,66.0
C45BBE39F56A_56m,-72,66.0
C45BBE37B346_52m,-78,66.0
C45BBE386952_65m,-60,66.0
C45BBE37B346_52m,-75,66.0
C45BBE386952_65m,-52,66.0
C45BBE39F56A_56m,-71,66.0
C45BBE386952_65m,-60,66.0
C45BBE37B346_52m,-77,66.0
C45BBE39F56A_56m,-73,66.0
C45BBE37B346_52m,-71,66.0
C45BBE386952_65m,-64,66.0
C45BBE39F56A_56m,-70,66.0
C45BBE386952_65m,-62,66.0
C45BBE39F56A_56m,-69,66.0
C45BBE39F56A_56m,-65,
C45BBE384CD2_89m,-77,
C45BBE37B346_52m,-78,
C45BBE386952_65m,-59,
C45BBE384CD2_89m,-80,
C45BBE39F56A_56m,-69,
C45BBE37B346_52m,-79,
C45BBE386952_65m,-54,
C45BBE39F56A_56m,-72,
C45BBE386952_65m,-66,
C45BBE384CD2_89m,-78,
C45BBE386952_65m,-66,
C45BBE384CD2_89m,-79,
C45BBE39F56A_56m,-77,
C45BBE384CD2_89m,-79,
C45BBE39F56A_56m,-73,
C45BBE386952_65m,-64,
C45BBE386952_65m,-68,
C45BBE384CD2_89m,-79,
C45BBE39F56A_56m,-71,
C45BBE384CD2_89m,-80,67.0
C45BBE39F56A_56m,-72,67.0
C45BBE386952_65m,-73,67.0
C45BBE384CD2_89m,-79,67.0
C45BBE39F56A_56m,-76,67.0
C45BBE386952_65m,-67,67.0
C45BBE384CD2_89m,-79,67.0
C45BBE37B346_52m,-77,67.0
C45BBE386362_80m,-80,67.0
C45BBE39F56A_56m,-67,67.0
C45BBE386952_65m,-63,67.0
C45BBE39F56A_56m,-67,67.0
C45BBE386952_65m,-59,67.0
C45BBE37B346_52m,-75,67.0
C45BBE386952_65m,-56,67.0
C45BBE37B346_52m,-77,67.0
C45BBE39F56A_56m,-73,67.0
C45BBE37B346_52m,-79,67.0
C45BBE39F56A_56m,-68,67.0
C45BBE386952_65m,-57,67.0
C45BBE37B346_52m,-80,
C45BBE39F56A_56m,-73,
C45BBE386952_65m,-65,
C45BBE37B346_52m,-78,
C45BBE386952_65m,-62,
C45BBE386362_80m,-77,
C45BBE384CD2_89m,-78,
C45BBE37B346_52m,-80,
C45BBE39F56A_56m,-69,
C45BBE386952_65m,-67,
C45BBE384CD2_89m,-77,
C45BBE39F56A_56m,-73,
C45BBE386952_65m,-64,
C45BBE39F56A_56m,-74,
C45BBE386952_65m,-74,
C45BBE386952_65m,-72,
C45BBE37B346_52m,-80,69.0
C45BBE386952_65m,-73,69.0
C45BBE39F56A_56m,-73,69.0
C45BBE386952_65m,-68,69.0
C45BBE37B346_52m,-78,69.0
C45BBE39F56A_56m,-76,69.0
C45BBE386952_65m,-68,69.0
C45BBE37B346_52m,-77,69.0
C45BBE386952_65m,-69,69.0
C45BBE39F56A_56m,-73,69.0
C45BBE37B346_52m,-77,69.0
C45BBE386952_65m,-71,69.0
C45BBE37B346_52m,-78,69.0
C45BBE39F56A_56m,-73,69.0
C45BBE386952_65m,-69,69.0
C45BBE39F56A_56m,-73,69.0
C45BBE37B346_52m,-78,69.0
C45BBE37B346_52m,-79,
C45BBE386952_65m,-71,
C45BBE39F56A_56m,-73,
C45BBE37B346_52m,-77,
C45BBE39F56A_56m,-69,
C45BBE386952_65m,-69,
C45BBE386362_80m,-76,
C45BBE37B346_52m,-73,
C45BBE384CD2_89m,-79,
C45BBE386952_65m,-67,
C45BBE39F56A_56m,-76,
C45BBE37B346_52m,-78,
C45BBE384CD2_89m,-75,
C45BBE386952_65m,-79,
C45BBE39F56A_56m,-66,
C45BBE384CD2_89m,-74,
C45BBE386952_65m,-78,
C45BBE39F56A_56m,-68,
C45BBE384CD2_89m,-75,
C45BBE39F56A_56m,-67,
C45BBE37B346_52m,-80,
C45BBE386952_65m,-76,
C45BBE386952_65m,-73,
C45BBE39F56A_56m,-66,
C45BBE384CD2_89m,-80,
C45BBE39F56A_56m,-72,71.0
C45BBE386952_65m,-71,71.0
C45BBE37B346_52m,-73,71.0
C45BBE386952_65m,-73,71.0
C45BBE39F56A_56m,-67,71.0
C45BBE37B346_52m,-79,71.0
C45BBE386952_65m,-74,71.0
C45BBE39F56A_56m,-71,71.0
C45BBE37B346_52m,-77,71.0
C45BBE386952_65m,-73,71.0
C45BBE39F56A_56m,-77,71.0
C45BBE37B346_52m,-79,71.0
C45BBE386952_65m,-73,71.0
C45BBE39F56A_56m,-78,71.0
C45BBE386362_80m,-80,71.0
C45BBE39F56A_56m,-70,
C45BBE386952_65m,-74,
C45BBE384CD2_89m,-73,
C45BBE37B346_52m,-80,
C45BBE39F56A_56m,-70,
C45BBE386952_65m,-70,
C45BBE37B346_52m,-75,
C45BBE39F56A_56m,-62,
C45BBE386952_65m,-72,
C45BBE37B346_52m,-79,
C45BBE39F56A_56m,-63,
C45BBE386952_65m,-69,
C45BBE386952_65m,-76,
C45BBE39F56A_56m,-74,
C45BBE37B346_52m,-80,
C45BBE384CD2_89m,-79,
C45BBE386952_65m,-67,
C45BBE39F56A_56m,-75,
C45BBE39F56A_56m,-77,
C45BBE386952_65m,-79,72.0
C45BBE386362_80m,-79,72.0
C45BBE386952_65m,-78,72.0
C45BBE39F56A_56m,-78,72.0
C45BBE384CD2_89m,-74,72.0
C45BBE386362_80m,-77,72.0
C45BBE386952_65m,-79,72.0
C45BBE39F56A_56m,-69,72.0
C45BBE384CD2_89m,-72,72.0
C45BBE386952_65m,-80,72.0
C45BBE386362_80m,-80,72.0
C45BBE39F56A_56m,-80,72.0
C45BBE384CD2_89m,-79,72.0
C45BBE386952_65m,-78,72.0
C45BBE39F56A_56m,-76,72.0
C45BBE384CD2_89m,-75,72.0
C45BBE386952_65m,-78,72.0
C45BBE384CD2_89m,-71,72.0
C45BBE386362_80m,-79,72.0
C45BBE386362_80m,-78,72.0
C45BBE386952_65m,-79,72.0
C45BBE39F56A_56m,-76,72.0
C45BBE384CD2_89m,-76,
C45BBE386362_80m,-78,
C45BBE39F56A_56m,-69,
C45BBE384CD2_89m,-76,
C45BBE386952_65m,-77,
C45BBE386362_80m,-79,
C45BBE384CD2_89m,-80,
C45BBE39F56A_56m,-78,
C45BBE386952_65m,-76,
C45BBE386952_65m,-79,
C45BBE386362_80m,-79,
C45BBE384CD2_89m,-77,
C45BBE39F56A_56m,-69,
C45BBE386952_65m,-78,
C45BBE39F56A_56m,-76,
C45BBE39F56A_56m,-79,
C45BBE39F56A_56m,-77,74.0
C45BBE384CD2_89m,-78,74.0
C45BBE386952_65m,-80,74.0
C45BBE37B346_52m,-80,74.0
C45BBE384CD2_89m,-79,74.0
C45BBE39F56A_56m,-78,74.0
C45BBE39F56A_56m,-75,74.0
C45BBE39F56A_56m,-76,74.0
C45BBE39F56A_56m,-79,74.0
C45BBE386952_65m,-78,74.0
C45BBE39F56A_56m,-75,74.0
C45BBE384CD2_89m,-79,74.0
C45BBE386952_65m,-77,74.0
C45BBE39F56A_56m,-79,
C45BBE386952_65m,-79,
C45BBE39F56A_56m,-76,
C45BBE386362_80m,-80,
C45BBE384CD2_89m,-78,
C45BBE39F56A_56m,-74,
C45BBE386952_65m,-78,
C45BBE386952_65m,-78,
C45BBE39F56A_56m,-73,
C45BBE39F56A_56m,-77,
C45BBE39F56A_56m,-77,
C45BBE386362_80m,-77,
C45BBE386952_65m,-78,75.0
C45BBE384CD2_89m,-76,75.0
C45BBE39F56A_56m,-73,75.0
C45BBE384CD2_89m,-80,75.0
C45BBE39F56A_56m,-69,75.0
C45BBE386952_65m,-78,75.0
C45BBE386362_80m,-79,75.0
C45BBE384CD2_89m,-72,75.0
C45BBE39F56A_56m,-73,75.0
C45BBE386952_65m,-76,75.0
C45BBE384CD2_89m,-77,75.0
C45BBE37B346_52m,-77,75.0
C45BBE39F56A_56m,-79,75.0
C45BBE39F56A_56m,-74,75.0
C45BBE384CD2_89m,-80,75.0
C45BBE384CD2_89m,-71,75.0
C45BBE37B346_52m,-75,75.0
C45BBE386952_65m,-70,75.0
C45BBE39F56A_56m,-71,75.0
C45BBE39F56A_56m,-72,75.0
C45BBE384CD2_89m,-75,
C45BBE386362_80m,-77,
C45BBE386952_65m,-80,
C45BBE384CD2_89m,-74,
C45BBE386952_65m,-78,
C45BBE39F56A_56m,-74,
C45BBE386362_80m,-77,
C45BBE384CD2_89m,-69,
C45BBE386952_65m,-77,
C45BBE384CD2_89m,-79,
C45BBE39F56A_56m,-75,
C45BBE386362_80m,-76,
C45BBE384CD2_89m,-80,
C45BBE39F56A_56m,-77,
C45BBE386362_80m,-78,
C45BBE386952_65m,-79,
C45BBE386362_80m,-72,
C45BBE39F56A_56m,-79,
C45BBE384CD2_89m,-76,
C45BBE386952_65m,-77,
C45BBE39F56A_56m,-78,77.0
C45BBE384CD2_89m,-76,77.0
C45BBE386952_65m,-78,77.0
C45BBE386362_80m,-74,77.0
C45BBE386952_65m,-80,77.0
C45BBE386362_80m,-73,77.0
C45BBE384CD2_89m,-77,77.0
C45BBE39F56A_56m,-76,77.0
C45BBE384CD2_89m,-80,77.0
C45BBE386362_80m,-72,77.0
C45BBE39F56A_56m,-76,77.0
C45BBE386362_80m,-77,77.0
C45BBE386952_65m,-73,77.0
C45BBE39F56A_56m,-74,77.0
C45BBE384CD2_89m,-80,77.0
C45BBE386952_65m,-70,77.0
C45BBE39F56A_56m,-71,77.0
C45BBE384CD2_89m,-80,77.0
C45BBE39F56A_56m,-72,77.0
C45BBE386952_65m,-79,77.0
C45BBE39F56A_56m,-71,
C45BBE386952_65m,-79,
C45BBE39F56A_56m,-72,
C45BBE386952_65m,-74,
C45BBE386952_65m,-80,
C45BBE39F56A_56m,-73,
C45BBE386952_65m,-76,
C45BBE37B346_52m,-72,
C45BBE39F56A_56m,-59,
C45BBE37B346_52m,-71,
C45BBE386952_65m,-70,
C45BBE39F56A_56m,-49,
C45BBE39F56A_56m,-71,
C45BBE386952_65m,-78,
C45BBE37B346_52m,-71,
A8032A31204E_29m,-75,
A8032A31204E_29m,-70,
A8032A31204E_29m,-70,
A8032A311FAA_4m,-65,
C45BBE39F9AE_13m,-50,
C45BBE39F9AE_13m,-67,
A8032A311FAA_4m,-70,
A8032A311FAA_4m,-68,
C45BBE39F9AE_13m,-71,
A8032A311FAA_4m,-70,
A8032A311FAA_4m,-75,
C45BBE39F9AE_13m,-77,
C45BBE37B346_52m,-80,
A8032A31204E_29m,-70,
A8032A31204E_29m,-73,
