A8032A311FAA,A8032A31204E,C45BBE37B346,C45BBE384CD2,C45BBE386362,C45BBE386952,C45BBE39870E,C45BBE39F42A,C45BBE39F56A,C45BBE39F9AE
,,,-79,-80.0,-80.0,,,-80.0,
,,,-79,-76.0,-80.0,,,-80.0,
,,,-80,-79.0,-80.0,,,-80.0,
,,,-80,-78.0,-80.0,,,-80.0,
,,,-80,-75.0,-80.0,,,-79.0,
,,,-80,-75.0,-75.0,,,-80.0,
,,,-80,,-76.0,,,-78.0,
,,,-78,,-75.0,,,-80.0,
,,,-79,,,,,-80.0,
,,,-79,,,,,-80.0,
,,,-80,,,,,-79.0,
,,,-80,,,,,-72.0,
,,,-79,,,,,,
,,,-78,,,,,,
,,,-71,,,,,,
